0,0.000286023,47.82219194,0
2,60.01750531,106.628867,1
2,103.5855868,145.473589,2
2,232.7624453,272.3872798,3
2,264.2678157,307.4256618,4
2,318.0048418,359.6739198,5
2,446.5137318,493.486912,6
1,505.4924564,545.7388346,7
1,536.8652321,579.5375895,8
1,657.322794,701.4901426,9
1,689.6381439,738.3517243,10
1,751.6413748,794.7069908,11
0,876.4093107,916.3550405,12
0,907.0017734,953.5830322,13
0,957.3942111,1002.051377,14
0,0.004467552,39.51155633,15
0,33.70328217,82.43972976,16
0,73.87499042,123.6339871,17
0,201.9964598,249.3395011,18
1,248.3497134,296.9800367,19
2,296.043244,336.38531,20
1,406.1011953,452.3188398,21
1,452.4617314,501.0454674,22
2,489.4329861,535.0087612,23
1,620.4308845,663.0408825,24
1,675.7859195,713.1957364,25
2,714.6320211,756.7104268,26
2,831.7302278,876.2826454,27
1,863.2587755,912.0409302,28
1,909.9204251,959.4529142,29
1,0.000732797,42.67886967,30
0,29.27708394,77.39142293,31
0,77.55129132,117.1981837,32
0,190.4591051,237.7294946,33
0,244.9078981,288.5896884,34
0,288.1225216,324.3191054,35
1,394.2008258,440.2766914,36
0,453.5023961,495.0859257,37
1,488.217947,535.7657766,38
2,603.7543672,649.108512,39
0,658.0555711,694.0715706,40
2,690.8684824,733.7785725,41
2,814.2269478,862.3733867,42
2,858.6402929,898.0550452,43
2,903.7333285,944.2861896,44
3,51.60263991,99.78923716,0
5,110.4101292,149.0850685,1
5,149.255371,193.2005214,2
5,276.1690786,315.5097016,3
5,311.2074928,360.7530563,4
5,363.4562992,410.7008117,5
5,497.2687652,539.5403392,6
5,549.5205668,586.6468083,7
5,583.3194001,623.8001646,8
4,705.2717075,748.3828765,9
5,742.1334044,791.193078,10
4,798.4886812,836.0154911,11
4,920.1360888,963.8538303,12
5,957.3644892,1003.256349,13
4,1005.832965,1049.497138,14
3,43.2950454,90.69758148,15
4,86.22096296,129.7849335,16
3,127.4154012,176.9091408,17
4,253.1211837,297.5657825,18
4,300.7619111,344.98855,19
4,340.1672137,382.39706,20
3,456.1004395,500.4484556,21
3,504.8272538,546.2158699,22
4,538.7900464,582.8491606,23
3,666.8225813,706.8871943,24
4,716.9759571,755.6274357,25
3,760.4920354,799.1062488,26
5,880.0625161,924.6413406,27
3,915.8217991,961.0150306,28
3,963.2334843,1005.904918,29
3,46.4588114,83.71635246,30
3,81.17280996,127.7792649,31
3,120.9812721,169.2560572,32
5,241.5116107,290.4389449,33
5,292.3715861,340.1660293,34
3,328.1012634,376.6756871,35
4,444.0585369,492.9816911,36
4,498.8676149,542.4360139,37
4,539.547543,581.0256877,38
4,652.8901155,698.7640831,39
3,697.8531498,737.7120275,40
3,737.5598761,784.9226781,41
4,866.1544638,914.0472673,42
5,901.8355681,950.3661137,43
5,948.0675748,992.3247913,44
6,103.451893,152.7486013,0
6,152.7486013,196.8643314,1
6,196.8643314,239.1722149,2
6,319.1730297,364.416465,3
6,364.416465,414.3640748,4
6,414.3640748,463.2012518,5
6,543.2034651,590.3100162,6
6,590.3100162,627.4632381,7
6,627.4632381,672.0422015,8
6,752.0459164,794.8561352,9
6,794.8561352,839.678198,10
6,839.678198,887.5092841,11
6,967.5164158,1006.918914,12
6,1006.918914,1053.159764,13
6,1053.159764,1090.799644,14
7,94.36180169,133.4482492,15
7,133.4482492,180.5724108,16
7,180.5724108,221.2279169,17
7,301.2289756,348.6517589,18
7,348.6517589,386.0602642,19
7,386.0602642,424.1092831,20
7,504.1116032,549.8789921,21
7,549.8789921,586.5122691,22
7,586.5122691,630.5463936,23
7,710.5500919,759.2903161,24
7,759.2903161,802.7690877,25
7,802.7690877,848.2973355,26
7,928.3039868,964.677742,27
7,964.677742,1009.567741,28
7,1009.567741,1054.056479,29
8,87.37911595,131.4424572,30
8,131.4424572,172.919389,31
8,172.919389,214.1013481,32
8,294.1023712,343.8296043,33
8,343.8296043,380.3390928,34
8,380.3390928,416.6420039,35
8,496.6447181,546.099156,36
8,546.099156,584.6887632,37
8,584.6887632,622.4232955,38
8,702.4271264,741.3751975,39
8,741.3751975,788.5856498,40
8,788.5856498,837.703218,41
8,917.709823,954.028779,42
8,954.028779,995.9874427,43
8,995.9874427,1033.408446,44
